text,label
"Which Internet is at maximum speed?",1
"Interested in a powerful tariff internet 100 Mbit",2
"Can I connect an honest tariff?",3
"What kind of antivirus do you have?",4
"Do I need a separate IP address?",5
"Connect me a personal manager",6
"I want to buy a company router",7
"What is your fastest tariff?",1
"Interested in a 100 mbit tariff",2
"How much does it cost an honest 10 mbit tariff?",3
"How to connect an antivirus for a month?",4
"Is it possible to get a hacked IP?",5
"I want a manger service for consultations",6
"Where can I buy a branded router?",7
"I need a maximum tariff",1
"Will connect a tariff for 100 Mbit",2
"There is an honest tariff for 100 rubles",3
"How to activate the antivirus?",4
"How much will a dedicated IP be?",5
"How to order a manager?",6
"Do you have a branded router?",7
"Are you interested in connecting at maximum speed",1
"How much does a powerful tariff cost?",2
"I need a 10 Mbit tariff",3
"Tell me how to set up antivirus?",4
"How to get a hacked IP?",5
"Is it possible to connect a personal router?",6
"How much does your router cost?",7
"How much does a 1000 Gb connection cost",1
"What is the tariff for 400 rubles",2
"I need an antivirus",4
"I need a firm router",7
"Do you have a maximum tariff?",1
"Internet for 100 Mbit for 400 rubles",2
"Need a 10 mbit tariff",3
"How do I install an antivirus?",4
"Is there an IP service?",5
"Do I need a personal manager",6
"How much does a company router cost?",7
"I want to connect the maximum tariff",1
"Is there an Internet connection for 100 Mbit?",2
"10 mbit tariff for a minimum",3
"How much is the antivirus service?",4
"I want an IP to connect",5
"Do you have managers?",6
"Can I take a router?",7
"I need the fastest tariff for 800 rubles per month",1
"I want the fastest tariff for 1000 GBT, skoko stit",1
"Set the maximum tariff for 800 rubles",1
"Enter the tariff for the maximum speed to cost 1000 Gbit",1
"What kind of Internet bistray do you have for 800 rubles?",1
"tell me if I can connect the maximum tariff",1
"I need an intern of 100 Mbit for 400 rubles",2
"He will ask for a tariff of 400 rubles and so fast",2
"how to connect the Internet of 100 Mbit for 400 rubles",2
"I want a tariff for 400 rubles so that the speed is normal",2
"you have a tariff for 100 Mbit for 400 rubles",2
"make a tariff for 400 re",2
"how much is an intern cheap for 10 Mbit",3
"I am interested in the tariff itself cheap for 10 Mbit",3
"I nada tariff for 100 re",3
"what is the tariff for 10 megabts with a minimum cost",3
"Internet for 10 Mbit so that it is cheaper",3
"I need a cheap 10 mbit tariff for 100 rubles",3
"How to get an antivirus for 100 rubles",4
"Kaspersky antivirus connect for a hundred",4
"I want Kaspersky antivirus let me connect",4
"how to install Kaspersky antivirus",4
"I need antivirus skolko stit",4
"kaspersky anti-virus for 100 rubles can I take it?",4
"give me a cut-out IP that was normal",5
"I need a separate IP for the Internet",5
"how to connect an IP worth 100 rubles",5
"They gave me an IP for 100 rubles",5
"how much will a separate IP cost?",5
"is it possible to buy an IP?",5
"how did the shob help to connect a personal manager",6
"tell me how to take a personal manager?",6
"nada menager for a hundred, tell me",6
"How to take a manager for yourself",6
"how much does a personal manager cost",6
"need a support person",6
"how many branded routers do you have",7
"Do you have your own router?",7
"I need a branded router, let me take it",7
"how many companies have a router to connect",7
"can I take a router of companies",7
"give me your branded router please",7
"I need a tariff at the fastest",1
"tell me the tariff is the fastest",1
"I want a tariff for 1000 Gbit",1
"there is a tariff for 400 rubles per 100 megabits",2
"I need a tarfi for 400 rubles so that with the Internet standards",2
"I need a tariff of 100 mbit",2
"how to get a tariff for 10 megabits",3
"cheap tariff for 10 megabts",3
"connect Kaspersky antivirus for a hundred",4
"connect Kaspersky anti-virus",4
"you need to take IP separately",5
"meneger is needed for me",6
"how many router firms",7
"max tyref is of interest",1
"tarfi on the Internet so that at a normal price and 100 meg",2
"I need a minimum tariff",3
"I need Kaspersky anti-virus",4
"I want to take a dedicated IP",5
"I need a personal manager help",6
"I need your branded router",7
"I need the Internet to be the most powerful",1
"how to connect to the Internet 100 meg",2
"you can have a tariff for a hundred shob Internet",3
"connect me to the Kaspersky anti-virus",4
"I need a separate IP for work",5
"personal manager for consulting",6
"let me buy your router",7
"I need a max tariff",1
"powerful Internet for 400",2
"cheaper Internet for 10 megabts",3
"tell me Kaspersky anti-virus",4
"connect a hacked IP",5
"I want a menager",6
"how much does your router cost",7
"do you have a max Internet tariff?",1
"Internet 100 mbit for 400",2
"the cheapest Internet",3
"Kaspersky antivirus plug in",4
"I'll take a separate IP for myself",5
"tell me about a personal manager",6
"I need your router",7
"I need the maximum tariff for everything",1
"help me connect the tariff for 400 re",2
"the tariff is cheap 10 Mbit",3
"antivirus for a hundred over",4
"how much will the IP be for work",5
"personal manger for questions",6
"I need your router",7
"Internet help I need a max tariff",1
"help with 100 Mbit",2
"cheap Internet Internet so that for 100 re",3
"nada antivirus connect",4
"dedicated IP how to do",5
"I want to take a personal manager",6
"how many companies does the router cost?",7
"do you connect the max Internet?",1
"connect with 100 megabytes",2
"the cheapest Internet",3
"what kind of antivirus do you have?",4
"what is the cut-out IP?",5
"can I get a manger",6
"where is the router from the company?",7
"I need a max tariff for the Internet",1
"powerful 100 Mbit Internet",2
"cheap 10 megabt tariff",3
"I'll take Kaspersky anti-virus",4
"how do I get a dedicated IP?",5
"I want to take a personal manager",6
"give me a router from you",7
"which Internet is the fastest?",1
"tariff 100 mbit to norm",2
"minimum tariff for the Internet 10 mbit",3
"connect the casp antivirus",4
"nada IP to be separate",5
"I want a manager service",6
"can I buy your router?",7
"I need nada tyref the most powerful",1
"I need a tarf on the Internet of 100 Mbit",2
"give me a 10 Mbit Internet tariff",3
"do you have an antivirus?",4
"can I have a dedicated IP?",5
"connect a manager for consultation",6
"I need your router",7
"how to take the Internet max",1
"powerful 100 Mbit Internet",2
"ten megab Internet tariff",3
"antivirus is connected",4
"nada IP to be separate",5
"give me a personal manager",6
"I want a branded router",7
"I need a 1000 Gbit tariff",1
"how can I get a 100 mbit tariff?",2
"cheaper Internet tariff",3
"how much does antivirus cost?",4
"I need a separate IP",5
"connect the manager to me",6
"your router is of interest",7
"I need a powerful Internet",1
"tell me about the Internet for 100 meg",2
"ten megabytes for a hundred rubles",3
"how much is Kaspersky antivirus?",4
"to plug in an IP address",5
"I need your manager",6
"branded router",7
"I need max tarf",1
"how much is 100 meg Internet",2
"ten megabytes of Internet",3
"antivirus how many hundred",4
"can I have an IP for the Internet",5
"do I need a manager how to connect?",6
"branded router",7
"give the fastest tariff",1
"Internet one hundred megabytes",2
"I need the tariff is cheap",3
"I need an antivirus",4
"dedicated IP for the Internet",5
"nada manager for vapros",6
"give me a router",7
"I need the fastest tariff that costs 800 rubles to be",1
"What is the tariff for maximum speed to connect?",1
"I want a tariff for 800 where the speed is high so that it is straight",1
"Tell me how to connect the maximum tariff",1
"The fastest tariff I would like",1
"So, tariff for 800 with 1000 Gbit how to connect?",1
"I need an Internet tariff of 100 Mbit for 400 rubles",2
"What is your tariff for 100 mbit, I want it",2
"Tariff for 400 I want where the speed is 100 mbit",2
"Can I have a tariff for 400 so that the Internet is 100 mbit",2
"I want a powerful tariff for 100 Mbit",2
"I would like a normal tariff for 400 with fast Internet",2
"I need a tariff to be cheaper, 10 Mbit let it be",3
"What tariff do you have for 100 rubles?",3
"I would like a cheaper tariff of 10 mbit",3
"Tariff for 10 mbit so that the price is normal",3
"Honest tariff of 10 mbit I need",3
"What tariff the cheapest one is 10 mbit",3
"I need Kaspersky anti-virus for 100 rubles",4
"How do I connect Kaspersky anti-virus for 100 rubles?",4
"I need Kaspersky anti-virus, tell me how to connect",4
"I want Kaspersky anti-virus to connect for a month",4
"Kaspersky anti-virus can be connected for a hundred?",4
"Your antivirus is interested in Kaspersky and for 100 rubles",4
"Do I need a dedicated IP and how to connect me?",5
"Tell me a dedicated IP for 100 rubles how to do?",5
"How to get a separate IP for 100 rubles?",5
"I want to connect a dedicated IP to connect a separate one",5
"Tell me how to connect a personal manager",6
"I want a personal manager, how do I connect it?",6
"How can I connect a personal manager for a hundred?",6
"I need a manager to help me with questions",6
"I want a personal manager to be for 100 rubles",6
"I want a personal manager for a hundred",6
"Do you have a branded router, can I connect it?",7
"I want your branded router",7
"Branded router, how much does it cost and how to connect it?",7
"How can I get a branded router from you?",7
"I want to take a branded router so that it is yours",7
"I need a branded router, how much is it?",7
"The maximum tariff so that the speed is maximum",1
"I am interested in the maximum tariff",1
"Connect the tariff for 1000 Gbit which",1
"The tariff of 100 mbit which is for 400 rubles how to take?",2
"What is the Internet tariff for 100 Mbit do you have?",2
"The tariff for 400 which is needed for 100 Mbit",2
"I would like a 10 Mbit tariff, which is the minimum",3
"Which tariff do you have the cheapest for 10 Mbit",3
"I need a cheap tariff for 10 Mbit Internet",3
"I need a maximum tariff for the Internet",1
"connect me a maximum tariff that is 1000 Gbit",1
"a 100 mbit tariff that is connected for 400 rubles",2
"you have an Internet tariff for 100 mbit",2
"I need a tariff for 400 rubles for 100 mbit",2
"I need a minimum tariff of 10 mbit",3
"what is the cheapest tariff for 100 rubles",3
"connect the cheap tariff so that 10 mbit is",3
"connect Kaspersky antivirus to me for 100 rubles",4
"I need to connect Kaspersky antivirus",4
"I need a dedicated ip, how I need to connect it",5
"tell me how to connect a dedicated ip for the Internet",5
"I need a personal manager for questions",6
"how much does your branded router cost",7
"I need the Internet as fast as possible",1
"how to connect a 100 mbit tariff",2
"I need a cheap 10 mbit tariff",3
"connect Kaspersky anti-virus to me for 100 rubles",4
"I need a separate ip for work",5
"I want to connect a personal manager",6
"you can connect a branded router",7
"I need the maximum Internet tariff",1
"connect a 100 mbit tariff for 400 rubles to me",2
"I need the cheapest 10 Mbit tariff",3
"connect Kaspersky anti-virus to me",4
"I want to connect a separate ip",5
"connect a personal manager to me",6
"I need your branded router",7
"I need a connection at maximum speed",1
"I need to connect a 100 mbit tariff",2
"an honest 10 mbit tariff to connect I need to connect",3
"Kaspersky antivirus needs to be connected",4
"I need a separate ip for the Internet",5
"connect me a personal manager",6
"I need your branded router",7
"I need the maximum Internet tariff",1
"I need to connect a 100 mbit tariff for 400 rubles",2
"connect the 10 Mbit tariff to me",3
"I need Kaspersky anti-virus for 100 rubles",4
"I need a dedicated ip for work",5
"I need a personal manager for consultations",6
"I need a branded router from you",7
"the maximum tariff connect me to the Internet",1
"I need a 100 mbit tariff connect",2
"I need an honest 10 mbit tariff",3
"Kaspersky anti-virus connect me to work",4
"dedicated ip connect to the Internet",5
"I need a personal manager for consultations",6
"connect a branded router to me",7
"I need the fastest Internet tariff",1
"Internet at 100 Mbps, connect me",2
"I need the cheapest 10 mbit tariff",3
"connect Kaspersky anti-virus to me",4
"I need to connect a dedicated ip for work",5
"I need a personal manager for consultations",6
"connect your branded router to me",7
"I need the fastest possible tariff",1
"I need a tariff I need 100 Mbps",2
"connect the honest tariff to me for 10 mbps",3
"connect Kaspersky antivirus to me",4
"I need to connect a dedicated ip",5
"I need a manager for consultations",6
"connect your branded router to me",7
"I need the Internet at maximum speed",1
"connect the Internet 100 mbit to me",2
"I need a cheap 10 mbit tariff",3
"connect Kaspersky anti-virus to me",4
"I need a dedicated ip for work",5
"I need a personal manager for consultations",6
"connect a branded router to me",7
"I need the maximum tariff for I need the Internet",1
"I need a 100 mbit tariff to connect",2
"I need an honest 10 mbit tariff to connect",3
"connect Kaspersky antivirus to me",4
"I need a dedicated ip to connect",5
"I need a personal manager to help",6
"connect a branded router to me",7
"I need the maximum Internet speed",1
"connect 100 mbit Internet to me",2
"I need a cheap 10 mbit tariff",3
"connect Kaspersky anti-virus to me",4
"I need an ip dedicated for work",5
"I need a personal manager to help",6
"I need your branded router to connect",7
"maximum speed I need to connect to the Internet",1
"connect a 100 Mbit tariff to the Internet",2
"I need a cheap 10 mbit tariff",3
"connect Kaspersky anti-virus",4
"I need to connect a dedicated ip",5
"I need a personal manager for help",6
"connect me a branded router",7
"I need the maximum Internet tariff",1
"connect the Internet at 100 Mbit",2
"I need a cheap 10 mbit tariff",3
"I need Kaspersky antivirus",4
"I need a dedicated ip for the Internet",5
"I need a personal manager for consultations",6
"I need to connect a branded router",7
"maximum Internet speed I need",1
"connect 100 Mbit Internet",2
"I need a cheap 10 mbit tariff",3
"I need Kaspersky anti-virus",4
"I need a dedicated ip for work",5
"I need a personal manager for help",6
"I can connect a branded router",7
"I need the maximum tariff for the Internet",1
"I need a 100 mbit tariff",2
"I need a cheap 10 mbit tariff",3
"I need to connect Kaspersky anti-virus",4
"I need a dedicated ip for work",5
"I need a personal manager for questions",6
"I need your branded router",7
"I need the Internet I need maximum speed",1
"connect a 100 mbit tariff to me",2
"I need a 10 mbit cheap tariff",3
"connect Kaspersky antivirus to me",4
"connect a dedicated ip to me",5
"I need a personal manager",6
"I need your branded router",7
"connect the maximum Internet to me",1
"I need a 100 Mbit tariff",2
"I need a cheap 10 mbit tariff",3
"connect Kaspersky anti-virus to me",4
"I need a dedicated ip",5
"connect a personal manager to me",6
"I need your branded router",7
"I need the maximum Internet speed",1
"I need a 100 mbit tariff connect",2
"I need a cheap 10 mbit tariff",3
"I need Kaspersky anti-virus",4
"I need a dedicated ip for work",5
"I need a personal manager for consultations",6
"connect me a branded router",7
"I need the fastest tariff for 800 rubles per month",1
"How to connect the tariff with the maximum speed",1
"I want a tariff for 800 rubles with a maximum speed of 1000 gbit",1
"Tell me how to connect the maximum tariff",1
"I am interested in the tariff with the highest speed",1
"What is your fastest tariff for 800 rubles per month",1
"I need an Internet tariff with a speed of 100 mbit for 400 rubles",2
"I want to connect a 100 mbit tariff for 400 rubles",2
"What are your Internet tariffs with a speed of 100 mbit",2
"I need a powerful tariff for 400 rubles",2
"Is there a tariff for 400 rubles with a speed of 100 mbit",2
"Tell me how connect the Internet at 100 Mbit for 400 rubles",2
"I am interested in the cheapest 10 mbit tariff",3
"Is there a 10 mbit tariff for 100 rubles",3
"I need a budget tariff for 10 mbit",3
"What tariff can you offer for 10 mbit for the minimum price",3
"I want to connect the cheapest 10 mbit tariff",3
"Tell me how to connect the Internet at 10 Mbit for 100 rubles",3
"I need Kaspersky anti-virus for 100 rubles",4
"How to connect Kaspersky anti-virus for a month",4
"How much does Kaspersky anti-virus cost per month",4
"Interested in Kaspersky anti-virus for 100 rubles per month",4
"How do I install Kaspersky anti-virus for 100 rubles",4
"Can I connect Kaspersky anti-virus for 100 rubles",4
"I need a dedicated ip how to connect it",5
"How much does it cost to connect a dedicated ip",5
"I want to connect a dedicated ip for 100 rubles",5
"I am interested in a dedicated ip service",5
"How can I connect a dedicated ip for 100 rubles",5
"I need a separate ip address for the Internet",5
"I want to connect a personal manager how to do this",6
"Tell me how to connect a personal manager service",6
"I need a personal manager for 100 rubles",6
"I am interested in a personal manager service for 100 rubles per month",6
"How can I get a personal manager service",6
"I need a personal manager to help with questions",6
"Do you have a branded router I want to purchase",7
"I am interested in a branded router how much it costs",7
"I need a branded router to connect the Internet",7
"How can I purchase a branded router from your company",7
"I am interested in a branded router, tell me the connection conditions",7
"How to connect the Internet using a branded router",7
"I need a tariff with the maximum connection speed",1
"Tell me what is your fastest tariff",1
"How to connect a tariff with 1000 Gbit",1
"Do you have a tariff with a speed of 100 mbit for 400 rubles",2
"What is your Internet tariff for 400 rubles with a speed of 100 mbit",2
"Tell me how to connect a tariff for 100 rubles for 10 mbit",3
"Interested in antivirus Kaspersky for 100 rubles per month",4
"How to connect Kaspersky antivirus for 100 rubles",4
"I need a separate ip address for work",5
"I am interested in connecting a personal manager for 100 rubles",6
"How much does a branded router from your company cost",7
"I need the Internet with maximum speed",1
"How to connect an Internet tariff with a speed of 100 Mbit",2
"I need a cheap 10 mbit tariff for 100 rubles",3
"I am interested in connecting Kaspersky anti-virus",4
"I need a dedicated ip for home use",5
"I need a personal manager for consultations",6
"How to purchase a branded router from your company",7
"Do you have a tariff with maximum speed",1
"How much does a 100 mbit tariff cost for 400 rubles",2
"What is your Internet tariff for 100 rubles",3
"Are you interested in connecting Kaspersky anti-virus for a month",4
"How can I connect a dedicated ip for Internet",5
"I need a personal manager to help with questions",6
"How can I purchase your branded router",7
"I am interested in a tariff with the maximum connection speed",1
"I need a powerful 100 mbit tariff for 400 rubles",2
"What is your cheapest 10 mbit tariff",3
"I need Kaspersky anti-virus for protection",4
"I am interested in connecting a dedicated ip address",5
"I need a personal manager for 100 rubles per month",6
"How to purchase your branded router for connection",7
"How much does it cost to connect at maximum Internet speed",1
"Which tariff is suitable for 100 Mbit Internet for 400 rubles",2
"Interested in the cheapest Internet tariff",3
"How to connect Kaspersky anti-virus for a month",4
"how to connect 100 mbit for 400r",2
"the 10 mbit tariff is the cheapest",3
"Kaspersky anti-virus is needed",4
"a separate ip is needed",5
"a manager for questions is needed",6
"your branded router",7
"max tariff is needed",1
"tariff for 100 mbit for 400r",2
"10 mbit tariff is available",3
"Kaspersky antivirus for a month",4
"you need a dedicated ip",5
"connect the manager",6
"you can take a branded router",7
"you need a tariff at maximum speed",1
"how to connect a tariff for 100 mbit",2
"10 Mbit cheaper is necessary",3
"Kaspersky anti-virus",4
"ip is needed",5
"connect manager",6
"branded router is needed",7
"I need a cheap tariff",3
"connect an antivirus",4
"I want to connect an ip",5
"I want a manager",6
"I need your router",7
"I need max Internet",1
"100 Mbit tariff",2
"tariff is cheap",3
"antivirus is needed",4
"dedicated ip",5
"connect the manager",6
"branded router",7
"maximum speed is needed",1
"100 Mbit Internet",2
"10 mbit cheaper",3
"antivirus for a hundred",4
"separate ip",5
"manager to help",6
"your branded router",7
"1000 Gbit tariff",1
"100 Mbit Internet",2
"10 Mbit Internet is cheaper",3
"antivirus is needed",4
"connect a dedicated ip",5
"personal manager is needed",6
"connect a branded router",7
"Internet max is needed",1
"100 mbit is needed",2
"Internet 10 mbit cheaper is needed",3
"connect an antivirus",4
"dedicated ip is needed",5
"manager is needed",6
"branded router is needed",7
"max tariff for the Internet",1
"100 Mbit for 400",2
"tariff for 10 mbit cheaper",3
"Kaspersky connect",4
"dedicated ip is needed",5
"connect manager",6
"your router",7
"need a fast Internet",1
"connect 100 Mbit",2
"10 mbit cheaper",3
"antivirus needed",4
"ip needed",5
"need a manager",6
"connect a router",7
"maximum speed",1
"100 mbit tariff",2
"cheaper tariff",3
"antivirus",4
"ip is needed for work",5
"I need a manager",6
"I need a router",7
"fast tariff",1
"100 mbit Internet",2
"10 Mbit cheaper is needed",3
"antivirus for me",4
"ip for work",5
"manager",6
"branded router is needed",7
"maximum tariff is needed",1
"connect 100 Mbit",2
"Internet is cheaper",3
"Kaspersky antivirus is needed",4
"ip connect",5
"connect the manager",6
"your router is needed",7
"maximum speed for the Internet",1
"connect the Internet to 100 Mbit",2
"Internet 10 mbit cheaper",3
"Kaspersky antivirus is needed",4
"ip is needed for the Internet",5
"personal manager",6
"connect a branded router",7
"maximum tariff is needed",1
"connect the Internet 100 Mbit",2
"cheaper Internet",3
"connect antivirus",4
"connect dedicated ip",5
"manager to help",6
"take a branded router",7
"the maximum tariff for the Internet",1
"connect 100 Mbit",2
"cheap 10 Mbit Internet",3
"Kaspersky antivirus",4
"take a dedicated ip",5
"you need to connect a manager",6
"connect a branded router",7
"I need the maximum speed",1
"100 Mbit for the Internet",2
"10 mbit cheap tariff",3
"antivirus for a hundred",4
"ip for work",5
"personal manager is needed",6
"connect a branded router",7
"maximum Internet tariff",1
"connect 100 Mbit",2
"Internet is cheaper",3
"antivirus is needed",4
"dedicated ip",5
"manager is needed for work",6
"your router is needed",7
"maximum tariff",1
"connect 100 Mbit",2
"10 mbit tariff is cheap",3
"Kaspersky antivirus is needed",4
"ip dedicated",5
"manager",6
"branded router",7
"max Internet tariff",1
"100 Mbit",2
"10 mbit tariff",3
"antivirus needed",4
"ip for work",5
"manager needed",6
"router",7
"Need a fast 800p tariff",1
"How to connect max speed",1 
"There is a 1000 gbt tariff",1
"Maximum tariff to connect",1
"Tariff for 800 with max speed",1
"You need an Internet for 100 mbit 400r",2
"There is a tariff for 100 MBT",2
"How to connect 100 MBT for 400r",2
"We need a tariff of 400 rubles with a minimum of norms",2
"A tariff for 100 MB is needed",2
"To be cheaper than 10 Mbit",3
"A tariff for 100 rubles",3
"A cheap tariff for 10 MB",3
"Internet for 10 MB is cheaper",3
"The cheapest tariff",3
"Connect 10 MB for 100",3
"Kaspersky needs antvirus",4
"Antivirus for 100p",4
"How antevirus will connect",4
"Kaspersky Nada for a hundred",4
"Kaspersky Antivirus nada",4
"We need an antevirus for 100",4
"Dedicated ip will connect",5
"How to make an ip issued",5
"Need an ip remote",5
"ip dedicated to connect for 100p",5
"ip will connect how",5
"Dedicated ip is needed",5
"Personal manger as taken",6
"Connect a manger for 100p",6
"Need a personal manager",6
"How a personal manger is taken",6
"Need a manger for 100p",6
"Manger is needed",6
"Take a firm router",7
"How to connect a branded router",7
"Need a router from you",7
"Do you have a branded router",7
"Router firmnny skok",7
"I want your branded router",7
"Need a faster tariff",1
"Max fast tariff",1
"Connect the tariff for 1000 gbt",1
"100 mbit tariff is",2
"How to connect 100 MBT for 400r",2
"Tariff for 10 mbit is the cheapest",3
"Kaspersky antivirus is necessary",4
"IP is needed",5
"Menger for questions is needed",6
"Your firm router",7
"Max traffic is needed",1
"Tariff for 100 MBT for 400r",2
"10 MBT tariff eats",3
"Kaspersky Antivirus on mesets",4
"Dedicated ip is needed",5
"Plug-in manger",6
"Firm router can be hacked",7
"You need a tariff for max boost",1
"How to connect a tariff for 100 MB",2
"10 MB cheaper over",3
"Kaspersky Anti-virus",4
"ip needed",5
"Medzher connect",6
"I need a branded router",7
"I want the maximum tariff",1
"100 mbit hcu tariff",2
"Cheap nada traffic",3
"Plug in antivirus",4
"I want to connect ip",5
"I want to connect",6
"Your nada router",7
"I need max Internet",1
"Tariff for 100 MB",2
"Tariff is cheap",3
"Anti-virus is necessary",4
"Dedicated ip",5
"Connect the Menger",6
"Branded router",7
"Maxim scorst nada",1
"100 Mbit Internet",2
"10 Mbit cheaper",3
"Antivrus per hundred",4
"Separate ip",5
"Mengers in the room",6
"Your router is branded",7
"Tariff for 1000 Gbit",1
"Internet for 100 MBT",2
"Int 10 MBT cheaper",3
"Necessary antivirus",4
"Dedicated ip connect",5
"A personal manager is needed",6
"Connect a branded router",7
"Internet max is needed",1
"100 mbit is needed",2
"Int 10 mbit cheaper than nada",3
"Connect an antevirus",4
"ip is needed",5
"Mnager is needed",6
"Branded router is needed",7
"Max tariff for the Internet",1
"100 mbit for 400",2
"Tariff for 10 mbit is cheap",3
"Kaspersky connect",4
"Dedicated ip is needed",5
"Mnger connect",6
"Your router",7
"Necessary Internet",1
"Connect 100 MBT",2
"10 MBT cheaper",3
"Antivrs needed",4
"ip needed",5
"Need a menger",6
"Plug in router",7
"Max speed",1
"100 Mbit tariff",2
"Cheaper traffic",3
"Antivirs",4
"ip nada for work",5
"Mnger for me",6
"Need router",7
"Fast tariff",1
"100 mbit Internet",2
"10 mbit cheaper nada",3
"Antivrus mn",4
"ip for work",5
"Mnager",6
"Firm router is needed",7
"Maximum tariff is needed",1
"100 Mbit connection",2
"Internet is cheaper",3
"Kaspersky antevirs is needed",4
"ip connect",5
"Connect the router",6
"Your router is needed",7
"Max speed for the Internet",1
"Connect the Internet to 100 MB",2
"Int 10 mbit cheap",3
"Kaspersky Anti-virus is needed",4
"ip is needed for the Internet",5
"Pesonal mnager",6
"Firm router is connected",7
"Tarfi max is needed",1
"Connect the Internet 100 MBT",2
"Int cheaper",3
"Antivirus connect",4
"Dedicated ip connect",5
"Manager to help",6
"Firm router",7
"Maxmal tariff for Internet",1
"100 Mbit connect",2
"Cheap Internet 10 MBT",3
"Kaspersky Antivirus",4
"Dedicated ip is taken",5
"Manager needs to be connected",6
"Connect a firm router",7
"Max I need help",1
"100 mbit for the Internet",2
"10 Mbit cheap tariff",3
"Antivirs for a hundred",4
"ip for work",5
"I need a personal router",6
"Connect a firm router",7
"Max tariff for Internet",1
"Connect 100 Mbit",2
"Internet is cheaper",3
"Antevirs is needed",4
"Dedicated ip",5
"Mnger is needed for work",6
"Your router is needed",7
"Tariff max",1
"Plug in 100 MB",2
"10 mbit traffic is cheap",3
"Kaspersky Anti-virus is needed",4
"ip issued",5
"Mnager",6
"Firm router",7
"Max Internet tariff",1
"100 Mbit",2
"10 mbit tariff",3
"Antivirs needed",4
"ip for work",5
"Manager needed",6
"Router",7
"Can I connect the fastest tariff for 800 rubles?",1
"Tell me, how do I connect a tariff with maximum speed?",1
"I need a tariff for 800 rubles with maximum speed",1
"I want to connect a tariff for 1000 Gbps, what is the tariff?",1
"What is your maximum Internet speed for 800 rubles?",1
"Do you need an Internet tariff for 100 Mbit and for 400 rubles",2
"How to connect a 100 mbit tariff for 400 rubles?",2
"Do you have a 100 mbit tariff for 400 rubles?",2
"I would like a 100 mbit tariff with good speed",2
"Interested in a 100 mbit tariff for 400 rubles, is this possible?",2
"I want to connect the cheapest tariff for 10 mbit",3
"Do you have a 10 mbit tariff for 100 rubles?",3
"Tell me the tariff for 10 Mbit for the minimum price",3
"What is your cheapest Internet tariff?",3
"Are you interested in a budget tariff for 10 Mbit",3
"Is it possible to connect the Internet at 10 Mbit for 100 rubles?",3
"I need Kaspersky anti-virus for 100 rubles",4
"I want to install Kaspersky anti-virus, how much does it cost?",4
"How much does Kaspersky anti-virus cost for a month?",4
"Tell me how to connect Kaspersky anti-virus",4
"Is it possible to connect Kaspersky anti-virus for 100 rubles?",4
"Interested in Kaspersky anti-virus for a month, tell me the conditions",4
"How to connect a dedicated IP so that there is a separate address?",5
"I want to connect a dedicated IP, how much does it cost?",5
"Is it possible to order a separate IP for 100 rubles?",5
"How much will a dedicated IP cost?",5
"Interested in a dedicated IP, how to connect it?",5
"I need a separate IP address for the Internet",5
"Tell me how to connect a personal manager service?",6
"I need a personal manager for 100 rubles",6
"How to connect a personal manager how much does it cost?",6
"Need help from a personal manager, how to connect it?",6
"I want to connect a personal manager for support",6
"Interested in a personal manager, how much does it cost?",6
"How do I connect your branded router?",7
"Do you have a branded a router? How much does it cost?",7
"A personal manager is needed for consultations",6
"Is it possible to connect a branded router?",7
"Are you interested in a tariff at maximum speed",1
"Connect the Internet at 100 Mbit",2
"Do you have a cheap Internet tariff?",3
"Tell me how to connect an antivirus?",4
"I'm looking for a dedicated IP, how can I connect it?",5
"I need a manager for consultations",6
"Connect me a branded router",7
"I need the fastest Internet tariff",1
"What tariff for 100 Mbit can you offer?",2
"Tell me what are the cheap tariffs",3
"I'm looking for Kaspersky anti-virus",4
"How can I connect a dedicated IP?",5
"I need a personal manager for questions",6
"I want to connect a branded router from you",7
"I need a tariff with maximum speed",1
"What is the tariff for 100 mbit?",2
"I am interested in a tariff cheaper than 100 rubles",3
"How do I connect an antivirus?",4
"I need a dedicated IP",5
"Connect a personal manager",6
"I want to connect your branded router",7
"I am interested in a tariff at maximum speed",1
"What is your tariff for 100 Mbit Internet?",2
"Connect a tariff for 100 rubles",3
"I need an antivirus for a month",4
"I'm looking for a dedicated IP to work with",5
"How do I connect a manager?",6
"Do you have a branded router?",7
"Do I need the Internet at maximum speed",1
"How do I connect the Internet at 100 Mbit?",2
"The 10 mbit tariff is the cheapest",3
"I want to connect an antivirus",4
"Connect a dedicated IP for Internet connection",5
"How to connect a personal manager?",6
"I want to connect a branded router",7
"I need a tariff at the highest speed",1
"Connect the Internet at 100 Mbit",2
"I'm looking for a cheap tariff for the Internet",3
"I need an antivirus for my computer",4
"Connect a dedicated IP address",5
"Need a personal manager to help",6
"How to connect your branded router?",7
"What is the tariff with the maximum speed?",1
"Connect the Internet 100 Mbit",2
"Interested in a cheap 10 mbit tariff",3
"Connect Kaspersky Anti-virus",4
"Connect a dedicated IP for work",5
"How to connect a personal manager service?",6
"Can your branded router be connected?",7
"you need the most powerful tariff for 800 th in terms of speed",1
"cut the max speed for 800 let's go",1
"tariff with a maximum for 800 th how",1
"I want the maximum tariff for 1000 gigs drove",1
"brother, what's up with the max speed tariff for 800",1
"do I need an Internet for 100 mbit for 400 norms?",2
"cut the tariff for 100 mbit 400 norms theme",2
